StockCode,Stock,LastUpdated
84912,14920,2025-05-12
85036,3964,2025-05-16
84569,867,2025-05-18
20775,15909,2025-04-30
90179,3017,2025-05-06
90060,16051,2025-05-21
85020,3351,2025-05-08
20861,9460,2025-05-04
21827,6891,2025-05-26
79051,967,2025-05-19
17007,16830,2025-05-27
22700,14790,2025-05-24
10124,16509,2025-05-17
21644,16389,2025-05-06
46000,5698,2025-05-14
22681,14067,2025-05-27
21746,2402,2025-05-19
84916,19208,2025-05-24
40005,18439,2025-05-28
18094,16233,2025-05-13
22085,17029,2025-05-24
47586,4436,2025-04-29
46115,7345,2025-05-07
84975,18355,2025-05-18
21336,10408,2025-05-08
22050,6267,2025-05-27
21680,8395,2025-05-18
20819,1887,2025-05-22
84925,13533,2025-05-22
22535,18746,2025-05-28
84968,17801,2025-05-02
84968,9026,2025-05-27
16169,19262,2025-05-28
21001,428,2025-05-05
21028,14695,2025-05-15
21171,14049,2025-05-02
21204,8190,2025-05-13
21222,9648,2025-05-15
21251,17268,2025-05-03
21375,6936,2025-05-01
21595,9800,2025-05-13
22101,11852,2025-05-01
35914,7874,2025-05-08
37462,5688,2025-05-22
47481,16767,2025-05-22
84313,13265,2025-05-16
84422,16642,2025-05-25
84429,11066,2025-05-12
84509,3244,2025-05-02
84510,18853,2025-05-12
84917,14256,2025-05-20
85087,16558,2025-05-01
85094,14776,2025-05-06
85125,2224,2025-05-19
90013,16119,2025-05-11
90059,3249,2025-05-08
90073,971,2025-04-30
90074,6733,2025-05-23
90104,11056,2025-05-05
90129,12843,2025-05-12
90129,15486,2025-05-10
90129,4823,2025-05-13
90160,14590,2025-05-02
90161,9156,2025-05-06
90175,8107,2025-05-05
90177,5467,2025-05-25
90184,14977,2025-05-23
90185,14177,2025-05-20
90208,14483,2025-05-23
15044,13191,2025-05-05
84707,4210,2025-05-23
21617,17921,2025-05-12
22693,1292,2025-05-10
35646,14224,2025-05-20
47574,17967,2025-05-28
72819,9247,2025-05-17
84665,18129,2025-05-01
21248,148,2025-05-19
20857,19471,2025-04-29
85047,6283,2025-05-19
22679,13390,2025-05-13
22520,16922,2025-05-22
22516,4823,2025-05-01
22353,15376,2025-05-23
22498,14323,2025-05-27
S,8876,2025-05-26
84725,10855,2025-05-16
37479,1613,2025-05-25
AMAZO,8330,2025-05-04
17038,12072,2025-05-05
84388,6853,2025-05-19
17084,16783,2025-05-06
84968,14485,2025-05-26
22211,11377,2025-05-04
22903,17135,2025-05-14
22026,16109,2025-04-30
37340,16388,2025-05-23
16052,7243,2025-05-09
16219,7368,2025-05-25
20763,5695,2025-05-22
20801,13283,2025-05-02
20892,19697,2025-05-14
21316,13505,2025-05-10
21666,13097,2025-05-07
22293,9562,2025-04-29
22608,16847,2025-05-07
22789,16839,2025-05-07
22880,3386,2025-05-17
22883,18459,2025-05-26
22889,16589,2025-05-28
35809,2878,2025-05-21
35833,14313,2025-05-05
37500,1222,2025-05-23
37501,9393,2025-05-16
79144,819,2025-05-05
85130,14826,2025-05-12
85170,13618,2025-05-15
90000,12780,2025-05-25
90003,5197,2025-05-24
90005,8414,2025-05-15
90019,6486,2025-05-23
90087,1616,2025-05-09
90168,15660,2025-05-28
90169,4787,2025-05-13
90187,10098,2025-05-08
90202,194,2025-05-25
90210,6725,2025-05-01
22528,12018,2025-05-16
48189,9544,2025-05-04
84989,1321,2025-04-29
15056,8864,2025-05-22
21410,426,2025-05-01
84559,5939,2025-05-01
84660,15109,2025-05-03
85114,6004,2025-05-03
85173,7481,2025-04-29
22513,15588,2025-05-08
72351,12402,2025-05-10
84510,19599,2025-05-12
84596,18090,2025-05-08
85035,17824,2025-05-05
85119,8674,2025-05-19
85132,15871,2025-05-08
22875,12460,2025-05-07
47570,11828,2025-05-27
84558,9789,2025-05-02
21689,2585,2025-05-02
84247,1717,2025-04-29
85170,3262,2025-05-13
85170,11437,2025-05-03
85059,1781,2025-05-19
84497,19066,2025-05-13
85026,17237,2025-05-05
90175,17433,2025-04-30
22512,7376,2025-05-16
22611,14075,2025-05-18
22873,3379,2025-05-02
37467,10384,2025-05-26
84251,9440,2025-05-28
84927,1426,2025-05-02
85040,13905,2025-05-26
85213,16141,2025-05-13
90001,14911,2025-05-06
90019,12275,2025-05-19
90023,6376,2025-05-23
90027,16133,2025-05-06
90170,16147,2025-05-02
90186,6617,2025-05-23
90198,19134,2025-05-09
90211,16221,2025-05-08
90214,6784,2025-05-02
90214,19396,2025-05-17
90214,7528,2025-05-08
20663,12296,2025-05-10
20794,6698,2025-05-08
21269,5004,2025-05-20
21792,10958,2025-05-07
90212,13810,2025-05-26
22708,12450,2025-05-13
22048,17054,2025-05-04
22057,13649,2025-05-28
22930,17090,2025-05-01
22931,18619,2025-05-03
22932,13483,2025-04-29
22937,5200,2025-05-12
22710,8251,2025-05-12
22051,8274,2025-05-21
22936,4158,2025-05-24
22935,19593,2025-05-16
85068,10262,2025-05-11
47348,13226,2025-05-19
21686,7883,2025-05-16
85024,19627,2025-04-29
71038,2465,2025-05-09
84613,13549,2025-05-24
84910,12923,2025-05-28
21246,6143,2025-05-01
21376,700,2025-05-01
20618,9249,2025-05-13
16202,9001,2025-05-21
47420,19427,2025-05-10
22510,7660,2025-05-03
48116,14391,2025-05-27
72709,6432,2025-05-17
72132,7464,2025-05-13
85118,1996,2025-05-18
35968,12757,2025-05-07
22063,16834,2025-05-10
90184,8493,2025-05-20
90184,455,2025-04-30
84415,5880,2025-05-25
20906,9640,2025-05-04
20703,13623,2025-05-13
71495,18602,2025-05-12
78124,15722,2025-05-19
79403,6723,2025-05-26
84251,10633,2025-05-05
90034,7383,2025-05-23
90040,16929,2025-05-20
90059,2044,2025-04-29
90089,2003,2025-04-30
90120,3835,2025-05-14
90201,19201,2025-05-18
17013,18973,2025-05-11
17096,5437,2025-05-24
21285,16192,2025-05-07
21442,13331,2025-05-25
21717,10760,2025-05-14
21749,3620,2025-05-11
21750,4575,2025-05-15
22538,10055,2025-05-22
22541,7338,2025-05-05
22647,11020,2025-05-08
22138,18330,2025-05-12
85230,8347,2025-05-03
71215,11815,2025-05-05
20695,2445,2025-05-07
22820,10554,2025-05-03
84952,10165,2025-05-23
84706,5784,2025-05-04
22828,12781,2025-05-01
22703,3893,2025-05-03
20849,17903,2025-05-16
84977,10462,2025-05-18
21661,2828,2025-05-14
72803,9573,2025-05-05
84247,9064,2025-05-06
22698,17097,2025-05-09
84875,4744,2025-05-06
84876,18672,2025-05-23
84192,7340,2025-05-18
21628,6598,2025-05-25
22254,3120,2025-05-06
21615,11768,2025-05-26
22236,18838,2025-05-06
22933,12059,2025-05-26
85107,10024,2025-05-18
21382,7438,2025-05-20
44235,13877,2025-05-17
40003,2984,2025-05-19
21763,1584,2025-04-29
84688,7423,2025-05-27
79190,11166,2025-05-08
90036,17666,2025-05-22
21120,11157,2025-05-27
21264,6668,2025-05-01
21284,15289,2025-05-18
22201,10368,2025-05-03
22269,15548,2025-05-22
22526,11126,2025-05-08
84012,9437,2025-05-07
85180,2290,2025-05-27
90030,18862,2025-05-06
90030,591,2025-05-16
90039,6706,2025-05-16
90039,5102,2025-04-30
90093,13588,2025-04-30
90128,7253,2025-05-25
90128,12945,2025-05-07
90128,4847,2025-05-20
90161,1196,2025-05-09
90174,19287,2025-05-25
90188,17601,2025-05-13
90214,5010,2025-05-07
DCGS0,6110,2025-05-05
16015,10368,2025-05-28
16008,156,2025-04-30
37444,1867,2025-05-25
37333,3531,2025-05-22
20778,6539,2025-05-09
20758,17401,2025-05-23
22319,12155,2025-05-26
22824,7477,2025-05-25
21132,13463,2025-05-16
84818,7803,2025-05-01
84798,7600,2025-05-07
22230,10360,2025-05-24
90033,9037,2025-04-30
90042,5757,2025-05-23
85018,4844,2025-05-04
21186,10795,2025-05-05
62095,15527,2025-05-10
72814,3144,2025-05-20
84802,18648,2025-05-05
22218,7489,2025-05-16
84247,1140,2025-05-28
90042,17137,2025-05-04
84843,8606,2025-05-14
85032,12393,2025-05-13
85032,8311,2025-05-24
35809,4073,2025-05-01
79066,7883,2025-05-04
84536,6499,2025-05-19
84968,7043,2025-05-26
21144,12399,2025-04-29
21317,16113,2025-05-07
72815,5229,2025-05-03
84510,11444,2025-05-19
84968,1589,2025-04-30
85035,7764,2025-05-28
22885,2345,2025-05-04
84660,8664,2025-05-04
84356,2428,2025-05-01
47578,19064,2025-05-16
21562,824,2025-05-20
22856,14629,2025-05-03
22934,11726,2025-05-28
16048,16924,2025-05-25
20932,5992,2025-05-18
22263,5839,2025-05-08
46776,2146,2025-05-23
84509,2968,2025-05-23
84510,9256,2025-05-20
84748,7607,2025-05-23
90070,7827,2025-05-05
90147,8606,2025-05-23
90201,13251,2025-05-23
37475,12850,2025-05-11
84951,6510,2025-05-01
84951,1425,2025-04-29
22053,13800,2025-05-15
21131,4911,2025-05-28
20654,12260,2025-05-02
17165,4085,2025-04-29
22291,5723,2025-05-25
15058,9675,2025-05-11
20868,19261,2025-05-23
84820,10193,2025-05-06
85006,16157,2025-05-23
84821,8606,2025-05-04
84638,11973,2025-05-19
22229,8113,2025-05-26
22228,17110,2025-05-14
16169,16053,2025-05-24
16054,12774,2025-05-01
84595,9325,2025-05-23
35915,13989,2025-05-01
85086,15315,2025-05-10
21431,15201,2025-05-28
85084,5291,2025-05-04
81950,8085,2025-05-22
22055,3176,2025-05-21
84631,8383,2025-05-16
84799,2631,2025-05-21
35004,18411,2025-05-07
21454,11896,2025-05-03
15058,12559,2025-05-12
22391,17418,2025-05-02
21318,15593,2025-05-05
21418,19028,2025-05-18
21420,633,2025-05-06
22286,4076,2025-04-30
22287,16368,2025-05-13
35609,12172,2025-05-19
35610,17687,2025-05-19
46776,15975,2025-05-03
84931,11503,2025-05-25
85211,2983,2025-05-16
90031,4719,2025-05-13
90040,14969,2025-05-04
90125,5981,2025-05-10
90125,12378,2025-05-27
DCGS0,15354,2025-05-22
85230,4284,2025-05-09
22826,4397,2025-05-02
22852,8946,2025-05-07
22102,15277,2025-05-14
16033,3649,2025-05-22
20830,9090,2025-05-26
20831,1569,2025-05-13
90003,8566,2025-05-15
90067,17052,2025-05-13
21378,19659,2025-05-24
85032,12563,2025-05-20
22857,17127,2025-05-12
22858,11392,2025-05-24
22861,13451,2025-05-20
22232,16459,2025-04-30
20793,7621,2025-05-17
20664,10181,2025-05-26
47593,11793,2025-05-03
20670,8528,2025-05-05
21946,19953,2025-05-21
20666,8668,2025-05-20
82605,11351,2025-05-22
85136,6227,2025-05-05
84882,13874,2025-05-12
85031,6458,2025-05-22
16216,16121,2025-05-18
84660,6501,2025-05-16
21736,6938,2025-05-19
84922,14977,2025-05-21
90036,4586,2025-05-16
90160,8749,2025-05-06
90160,17133,2025-04-30
90160,817,2025-05-18
82011,11900,2025-05-08
85183,14495,2025-05-03
21194,14588,2025-05-18
21972,5533,2025-04-29
22281,1445,2025-05-12
22887,7443,2025-05-10
84876,12940,2025-05-18
90126,7538,2025-05-02
90190,18974,2025-05-10
35610,7899,2025-05-08
84927,1919,2025-05-04
84816,11661,2025-04-30
90120,12385,2025-05-07
22289,14884,2025-05-14
20704,1507,2025-05-23
20818,10533,2025-05-08
21199,5502,2025-05-10
21293,1363,2025-05-15
71495,5530,2025-05-08
84584,19263,2025-05-06
85179,16428,2025-05-20
85188,3943,2025-05-27
90076,2681,2025-05-24
90164,2631,2025-05-17
90164,19021,2025-05-23
72780,10092,2025-05-02
22954,10346,2025-05-14
22047,8226,2025-05-24
22214,15565,2025-05-23
90162,6804,2025-05-10
90078,16920,2025-05-26
90032,13101,2025-05-17
21331,8408,2025-05-01
20848,1169,2025-05-14
20826,14195,2025-05-05
21145,17420,2025-05-27
22723,16027,2025-04-29
22722,18773,2025-05-06
22720,12155,2025-05-22
84575,18946,2025-05-11
84313,9145,2025-05-21
21473,11879,2025-05-16
90210,2819,2025-05-18
84823,859,2025-05-22
90057,4646,2025-05-20
90210,10234,2025-05-20
22656,18936,2025-04-29
22782,18776,2025-05-05
84766,5824,2025-05-23
20860,16957,2025-05-05
84711,16599,2025-05-03
84817,273,2025-05-23
35832,3722,2025-05-11
22721,131,2025-05-28
22711,8859,2025-05-10
22522,6857,2025-05-12
22270,15727,2025-05-19
85195,1585,2025-05-15
85194,13853,2025-05-04
84660,12083,2025-04-30
75178,11072,2025-04-29
75011,15147,2025-05-07
47503,16083,2025-05-04
22888,8104,2025-05-06
22886,694,2025-05-19
22881,8568,2025-05-25
22879,11844,2025-05-23
21631,12509,2025-05-16
20705,16590,2025-05-20
90125,19916,2025-05-18
85180,13200,2025-05-10
85159,6898,2025-05-13
22204,14242,2025-05-17
90058,8473,2025-05-24
84597,5391,2025-05-03
84616,2069,2025-04-30
84666,16555,2025-05-22
22303,8025,2025-05-09
84796,15880,2025-05-24
20871,10687,2025-05-18
21160,963,2025-05-21
72801,8101,2025-05-22
85114,1623,2025-05-23
84673,12758,2025-05-17
37503,14844,2025-05-21
21386,2376,2025-05-11
90146,12221,2025-05-12
22257,17170,2025-05-11
22258,7793,2025-05-20
22259,19554,2025-05-03
35817,659,2025-05-09
85141,19700,2025-04-30
90042,176,2025-05-22
90136,8999,2025-05-08
90060,13837,2025-05-18
90035,839,2025-05-11
90133,14696,2025-05-23
90179,4859,2025-05-23
79329,7738,2025-05-27
85146,13739,2025-05-04
22033,6330,2025-05-26
22032,8758,2025-05-21
84751,1437,2025-05-04
84507,12287,2025-05-02
84620,12338,2025-05-26
84929,13660,2025-05-28
21707,15915,2025-05-10
22868,5310,2025-05-28
22874,19999,2025-05-02
22872,5826,2025-05-08
22871,10311,2025-05-07
22302,1141,2025-05-17
47594,19695,2025-05-12
21196,7786,2025-05-23
22970,2466,2025-05-10
22062,14925,2025-05-08
22040,9425,2025-05-07
21348,9947,2025-05-10
22971,13166,2025-05-28
84877,7107,2025-04-30
84926,13009,2025-05-01
21400,15822,2025-05-23
35911,16964,2025-05-10
85031,11953,2025-05-06
84613,19249,2025-05-18
90012,3614,2025-05-28
21043,16074,2025-05-15
37342,2151,2025-05-22
84750,16419,2025-05-23
21425,4566,2025-05-21
72800,221,2025-05-14
35810,19403,2025-05-15
21491,12269,2025-05-02
21633,12499,2025-05-04
35607,13021,2025-04-30
22410,8742,2025-05-20
84859,887,2025-05-20
85103,9446,2025-05-26
85031,8157,2025-05-28
22249,15211,2025-05-06
22407,5215,2025-05-21
85205,4258,2025-05-05
22929,13423,2025-05-09
85163,13063,2025-05-28
85163,13514,2025-05-11
85088,1545,2025-05-04
90201,642,2025-05-27
90202,17431,2025-05-13
90206,13018,2025-04-30
84600,4048,2025-05-09
84857,19107,2025-05-10
90144,7942,2025-05-15
90165,13701,2025-05-05
20694,18047,2025-05-10
20869,9324,2025-05-25
20954,2448,2025-05-11
21455,9180,2025-05-12
22206,13003,2025-04-29
35933,1674,2025-05-14
85232,4957,2025-05-26
90027,19050,2025-05-10
90122,19167,2025-05-03
90197,3382,2025-05-07
72225,14533,2025-05-28
46000,13029,2025-04-30
90072,17880,2025-05-21
90214,19984,2025-05-21
20934,19529,2025-05-18
21402,9487,2025-05-07
47585,19884,2025-05-17
90011,10439,2025-05-04
90012,18470,2025-05-13
90141,7520,2025-05-28
90142,15238,2025-05-16
90165,15194,2025-05-22
90177,11296,2025-05-27
90202,9389,2025-05-26
90154,8126,2025-05-27
90199,394,2025-05-06
90014,17218,2025-05-15
90178,8130,2025-05-17
21009,2518,2025-05-21
21793,8700,2025-05-08
85023,6963,2025-05-12
85109,16146,2025-05-24
84804,16210,2025-05-02
84800,12640,2025-05-28
84800,13569,2025-05-24
84806,13121,2025-05-13
22707,8028,2025-05-20
21503,14711,2025-05-22
90108,19643,2025-05-03
16207,6897,2025-05-26
21747,1051,2025-05-14
84457,15956,2025-05-17
84249,10950,2025-05-26
22148,16946,2025-05-24
90011,4026,2025-05-27
90055,4848,2025-05-28
90142,9232,2025-05-01
90176,8449,2025-05-11
gift_,5718,2025-05-21
21198,18212,2025-05-10
90027,17881,2025-05-02
44228,13240,2025-05-25
85230,15709,2025-05-04
79191,9210,2025-05-16
22066,8989,2025-05-17
35819,13069,2025-05-10
84199,10860,2025-05-21
82613,12799,2025-05-10
85135,2684,2025-05-08
22823,10941,2025-05-06
DCGS0,3998,2025-05-23
15044,19182,2025-05-19
85231,12147,2025-04-29
85114,2771,2025-05-08
85160,7234,2025-05-28
m,19400,2025-05-20
82613,19711,2025-05-27
82613,5941,2025-05-02
84795,16874,2025-05-19
47518,4596,2025-05-11
85035,14515,2025-05-24
84968,1772,2025-05-02
85049,9781,2025-05-03
84499,2537,2025-05-04
16045,9112,2025-05-26
84872,1705,2025-05-12
21394,2858,2025-05-18
22046,18850,2025-05-03
84931,18321,2025-05-12
21270,2199,2025-05-08
85161,7889,2025-05-04
90011,5469,2025-05-16
90013,17502,2025-05-19
90024,6051,2025-05-18
90024,4980,2025-05-12
90103,12229,2025-04-29
90152,8834,2025-05-18
90205,4350,2025-05-14
22247,16047,2025-05-09
gift_,14232,2025-05-02
84251,4623,2025-05-05
16206,14283,2025-04-29
46138,9933,2025-05-28
20701,231,2025-05-19
90112,514,2025-05-17
35443,1012,2025-04-29
84689,13451,2025-05-14
84675,16405,2025-05-24
90125,17515,2025-05-15
85168,7727,2025-05-08
85186,6088,2025-05-10
84926,17231,2025-05-20
84218,16321,2025-05-15
85194,4812,2025-05-06
22268,7535,2025-05-01
90037,11539,2025-05-20
90041,14386,2025-05-25
90125,17638,2025-05-27
90163,6698,2025-05-22
90163,12503,2025-05-20
21412,9474,2025-05-24
35911,2757,2025-05-09
84989,15435,2025-05-28
79071,11023,2025-05-16
16169,880,2025-05-28
22709,8998,2025-05-10
gift_,11397,2025-05-07
gift_,7494,2025-05-19
79320,6592,2025-05-17
85042,5783,2025-05-05
20785,5493,2025-05-03
85089,7718,2025-05-11
35909,15449,2025-04-29
35910,1963,2025-04-30
20933,2353,2025-05-06
35972,11238,2025-05-22
90155,12757,2025-05-04
47589,3702,2025-05-08
79323,8669,2025-05-04
21645,11308,2025-05-15
84661,2201,2025-05-06
90118,5740,2025-05-06
90182,12550,2025-05-22
21278,784,2025-04-30
47518,770,2025-05-05
16156,8298,2025-05-21
47351,12798,2025-05-07
21084,1279,2025-05-20
21088,8738,2025-05-21
21096,8081,2025-05-10
90119,830,2025-05-10
84741,9048,2025-05-07
22266,10471,2025-05-09
22267,16746,2025-05-05
21003,6169,2025-05-28
21757,19621,2025-04-30
90123,263,2025-05-09
90123,8086,2025-05-10
90122,9732,2025-04-30
90156,6994,2025-05-10
85023,6379,2025-05-28
84617,3354,2025-04-30
21332,10109,2025-05-09
35923,5191,2025-05-25
84661,12109,2025-05-20
90038,18830,2025-05-15
90137,8623,2025-04-30
21589,14893,2025-05-10
21655,5719,2025-05-10
79323,16398,2025-05-23
72038,2412,2025-05-27
90181,10061,2025-05-05
90214,12944,2025-05-20
90059,13048,2025-05-04
44091,9435,2025-05-24
21280,3228,2025-05-13
21667,5795,2025-05-09
90037,1254,2025-05-21
90122,7349,2025-05-08
35915,7057,2025-05-23
84546,16858,2025-05-07
85197,10349,2025-05-01
85019,4506,2025-05-11
16207,19032,2025-05-22
20698,6681,2025-05-20
35265,14292,2025-05-04
16162,3474,2025-05-25
90092,18247,2025-05-16
90190,17213,2025-04-30
90011,3053,2025-05-11
90038,8617,2025-05-07
90079,13569,2025-05-25
22323,8980,2025-05-28
22103,7794,2025-05-05
90141,1875,2025-05-02
85160,2749,2025-05-13
23231,4053,2025-05-21
17011,16038,2025-05-09
62086,8290,2025-05-21
90039,11834,2025-05-06
21371,5331,2025-05-14
35912,5195,2025-05-12
23230,11384,2025-05-28
85206,2560,2025-05-20
85189,12008,2025-05-06
84745,13962,2025-05-24
84745,5166,2025-05-19
90130,11597,2025-05-09
21117,14156,2025-05-17
21459,10607,2025-05-01
21460,1351,2025-05-08
37468,4631,2025-04-29
21897,18915,2025-05-15
85231,3137,2025-05-03
72369,7345,2025-04-29
22967,19648,2025-05-21
22957,13509,2025-05-10
21082,14489,2025-05-05
21368,19970,2025-05-06
17174,7260,2025-05-28
23233,12203,2025-05-22
35921,9624,2025-05-08
85200,11408,2025-05-26
84231,18014,2025-05-01
21461,18911,2025-05-03
84462,18764,2025-05-13
84461,8197,2025-05-26
35922,5778,2025-05-17
47469,10719,2025-05-20
23232,2862,2025-05-21
84905,6056,2025-05-13
84806,5498,2025-05-05
21458,15542,2025-05-16
85198,8073,2025-05-21
90191,12594,2025-05-04
84796,3368,2025-05-23
23166,3384,2025-05-27
20845,7846,2025-05-17
84033,7068,2025-05-16
85040,1781,2025-05-10
20795,18045,2025-05-27
47590,4228,2025-05-06
72807,17572,2025-05-24
84226,19861,2025-05-19
79323,19251,2025-05-17
21926,15868,2025-05-03
37379,17839,2025-05-12
35920,12493,2025-05-21
84801,554,2025-05-16
84592,14358,2025-05-23
84800,16909,2025-05-09
79192,18061,2025-05-25
85130,2692,2025-04-29
20756,14014,2025-05-05
22351,16481,2025-05-22
21320,19327,2025-05-26
90027,9495,2025-05-28
90202,8962,2025-05-12
22125,17523,2025-05-05
40046,13113,2025-05-13
85188,19687,2025-05-20
84527,1416,2025-05-24
72799,18305,2025-05-15
71101,8154,2025-05-08
21457,13902,2025-05-17
21456,16883,2025-05-27
35647,13442,2025-04-30
84632,15906,2025-05-14
72801,18583,2025-05-14
22764,18003,2025-05-08
90037,10750,2025-05-22
35913,4270,2025-05-09
22146,10289,2025-05-23
21476,12901,2025-05-16
37351,2915,2025-05-07
85160,15094,2025-04-29
84997,8786,2025-05-13
21344,18918,2025-05-24
84974,648,2025-05-04
72821,18785,2025-05-28
22596,10283,2025-05-07
84279,396,2025-05-07
84455,19759,2025-05-09
84227,7201,2025-05-14
84452,7773,2025-05-16
90123,11980,2025-05-23
90123,3114,2025-05-18
90148,14464,2025-05-28
90016,15194,2025-05-21
90016,18031,2025-05-25
84847,18850,2025-05-14
20898,13519,2025-05-02
84967,12045,2025-05-16
84967,9697,2025-05-24
84966,4483,2025-05-27
84966,13734,2025-05-21
37413,4405,2025-05-13
79063,14545,2025-05-11
DCGS0,508,2025-05-01
DCGS0,17522,2025-05-25
DCGS0,11277,2025-05-25
90183,9843,2025-05-19
DCGS0,5159,2025-05-01
20864,10227,2025-05-27
21282,14497,2025-05-27
21805,5573,2025-05-28
21841,3203,2025-05-21
22143,5467,2025-05-10
35644,5013,2025-05-04
35991,12622,2025-05-26
84424,3286,2025-05-05
84509,116,2025-05-20
84526,16557,2025-05-20
84664,11381,2025-05-23
84964,17741,2025-05-26
85028,4869,2025-05-05
85028,17039,2025-05-23
85110,9202,2025-04-30
85179,18129,2025-05-21
90000,2471,2025-05-21
90095,13415,2025-05-28
90091,7606,2025-05-08
DCGS0,14170,2025-05-19
84465,11875,2025-05-20
20851,10728,2025-04-29
84715,14481,2025-05-18
84919,2834,2025-05-15
84907,4823,2025-05-03
85024,1902,2025-05-18
35637,11465,2025-05-28
71496,17827,2025-05-08
17028,19242,2025-05-21
17084,8506,2025-05-23
84795,3447,2025-04-30
62074,7402,2025-04-30
85063,17366,2025-05-05
84801,19319,2025-05-14
84805,17542,2025-05-07
17136,5888,2025-05-15
84993,6399,2025-05-06
72807,10056,2025-05-05
84509,5673,2025-05-25
84708,3782,2025-05-25
44089,14625,2025-05-01
84723,17688,2025-05-22
22038,13731,2025-05-09
79063,16800,2025-05-13
79062,15094,2025-05-13
90098,6702,2025-05-17
15058,1607,2025-05-01
22989,14113,2025-05-02
84968,7087,2025-05-13
84509,12704,2025-05-09
35645,6566,2025-05-07
84611,7410,2025-05-23
84612,2514,2025-05-13
82095,7717,2025-05-05
84306,4055,2025-05-06
21087,11212,2025-05-15
22990,9721,2025-05-04
85092,16702,2025-05-06
35969,10388,2025-05-26
DCGSS,5337,2025-05-27
DCGSS,9909,2025-05-20
35815,3436,2025-05-26
21228,8497,2025-05-14
84536,10307,2025-05-21
72812,17515,2025-04-30
82001,836,2025-05-21
75172,18962,2025-05-20
45013,12349,2025-05-14
21636,783,2025-05-07
71510,14577,2025-05-15
44265,14358,2025-05-13
90064,1475,2025-05-25
90064,4687,2025-05-12
90063,1162,2025-05-05
90063,874,2025-05-03
90029,11890,2025-05-21
44089,16820,2025-05-11
44236,3767,2025-05-20
21898,7858,2025-04-30
90024,10866,2025-04-29
84798,543,2025-05-17
84803,6671,2025-05-07
21681,6716,2025-05-06
35909,11502,2025-05-05
90180,258,2025-05-25
90152,15127,2025-05-17
84859,231,2025-04-30
79406,4495,2025-05-16
22980,7236,2025-04-29
22993,10873,2025-05-22
23006,982,2025-05-06
23004,12736,2025-05-28
23002,1295,2025-05-24
23003,3137,2025-05-05
23000,16584,2025-05-13
22994,19323,2025-05-25
22998,10393,2025-05-07
84596,573,2025-05-17
84596,9663,2025-05-21
22991,3717,2025-05-12
22992,3857,2025-05-06
22999,12079,2025-05-01
22995,16665,2025-05-19
22996,10292,2025-05-11
22978,10645,2025-05-20
22997,453,2025-04-29
23005,12150,2025-05-03
20837,2918,2025-05-08
47341,19475,2025-05-12
37491,10562,2025-05-08
44092,12713,2025-05-16
79331,5801,2025-05-09
44092,343,2025-05-22
90065,7914,2025-05-10
90026,1384,2025-05-17
90000,8485,2025-05-04
90026,2204,2025-05-05
90026,17732,2025-05-25
35638,7661,2025-05-04
84691,14538,2025-04-29
84796,5100,2025-05-17
85065,1153,2025-05-06
84858,1920,2025-05-16
84466,317,2025-05-27
84687,14513,2025-05-07
90100,15503,2025-05-14
84809,18768,2025-05-10
72140,8895,2025-05-09
10080,14695,2025-05-22
17001,3304,2025-05-26
71050,3191,2025-05-14
90124,4620,2025-05-12
90135,17983,2025-05-27
90157,1968,2025-05-09
90176,18649,2025-05-27
90176,4179,2025-05-18
90177,4468,2025-05-06
90187,4632,2025-05-10
90001,6948,2025-05-28
20738,19217,2025-05-05
84802,13176,2025-05-12
84803,7927,2025-05-03
23182,5126,2025-05-04
20796,10188,2025-05-19
22979,14602,2025-05-20
23177,10212,2025-05-21
23193,8136,2025-05-10
23194,5726,2025-05-01
23176,4697,2025-05-16
22982,15966,2025-05-21
23126,3903,2025-05-06
23127,19531,2025-05-18
16020,3062,2025-05-20
90016,19479,2025-05-10
90025,15385,2025-05-12
23128,18506,2025-05-02
23183,539,2025-05-12
23179,3382,2025-05-20
23178,4988,2025-05-26
22981,12733,2025-05-22
20689,13892,2025-05-11
47563,13240,2025-05-19
37477,5749,2025-05-10
37423,3935,2025-05-07
23180,2163,2025-05-23
23049,139,2025-05-13
23053,12785,2025-05-15
23054,13129,2025-05-11
23050,10939,2025-05-24
23052,2581,2025-05-13
23051,14286,2025-05-12
79026,2725,2025-05-10
23185,10212,2025-05-18
23184,14464,2025-05-02
90084,12301,2025-05-24
35607,6763,2025-05-20
90038,1109,2025-05-02
62096,15053,2025-05-01
gift_,10316,2025-05-24
84593,15872,2025-05-13
16248,13884,2025-05-16
23181,16143,2025-05-24
23187,11307,2025-05-01
23186,7375,2025-05-05
84535,3833,2025-05-06
84086,16610,2025-05-02
23010,17972,2025-05-06
23007,12281,2025-05-03
35611,7323,2025-05-03
23009,8588,2025-05-12
23008,16523,2025-05-12
72140,6412,2025-05-01
16202,19035,2025-05-28
21395,16605,2025-05-07
85098,12835,2025-05-04
84842,19410,2025-05-10
16161,18059,2025-05-15
85132,13381,2025-05-25
23348,16142,2025-05-07
16259,6925,2025-05-22
47013,7810,2025-05-03
22687,3119,2025-05-12
90075,578,2025-05-09
90068,7157,2025-05-13
35910,2848,2025-05-19
84750,15441,2025-05-02
78033,10562,2025-05-18
37488,18558,2025-05-21
85030,4698,2025-05-24
21637,19050,2025-05-21
47344,5756,2025-05-12
46126,12065,2025-05-14
90182,18151,2025-05-25
37330,14037,2025-05-22
90124,6229,2025-05-26
